id,Latitude,Longitude
143,-6.547142,38.236442
144,-1.484927,40.713316
145,-2.552805,38.422945
146,-4.938497,38.307570
147,-2.340003,42.073655
148,-1.274443,38.556354
149,-1.237879,39.458076
150,-4.587766,37.663886
151,-0.391820,39.674421
152,-3.067128,39.154191
153,-1.915767,40.194150
154,-5.041645,42.661111
155,-6.882880,42.408875
156,0.234365,41.794407
157,-3.617545,38.623781
158,-1.305927,38.989006
159,-3.033464,39.806350
160,-7.870370,42.137723
161,-2.610907,36.928148
162,-2.342648,37.360031
163,-3.120942,37.261517
164,-8.701689,42.910468
165,-2.815189,42.370210
166,-5.636860,43.298301
167,-3.683443,43.277309
168,0.009616,40.032332
169,-0.367674,41.724442
170,-4.097845,39.948425
171,-7.182177,43.133804
172,0.031445,41.819401
173,-3.638339,42.242751
174,-4.371872,39.613787
175,-0.664000,41.051913
176,-6.436166,38.636101
177,-3.991081,41.135129
178,-1.036698,37.839448
179,-6.732460,37.454376
180,-7.068993,38.311214
181,-4.474883,40.515572
182,-6.392227,41.918690
183,-1.025327,38.411047
184,-8.149290,42.745122
185,-1.039862,39.921062
186,-5.168121,42.888861
187,-2.158234,42.632770
188,-2.073175,39.654166
189,-5.633000,36.344754
190,-1.378464,42.059823
191,-0.541926,42.671131
192,-1.720023,42.323195
193,-6.382357,40.879762
194,-2.658228,41.569194
195,-5.816713,41.547965
196,-4.542263,40.608127
197,0.001389,41.731724
198,-3.574146,38.050105
199,-3.991774,43.137380
200,-5.085145,38.499837
201,-3.151170,41.735823
202,-3.849995,37.629582
203,-6.216166,41.786061
204,-4.101358,40.534673
205,-0.592438,38.540195
206,-3.878655,42.119821
207,-2.817571,38.315158
208,-6.872553,43.485039
209,-1.759811,40.302286
210,-3.176832,42.431610
211,-6.362478,36.999908
212,-3.826667,41.586661
213,-1.555084,41.782560
214,-3.352795,39.828407
215,-0.303332,42.593906
216,-1.834512,39.364338
217,-3.100098,42.623682
218,-1.478512,41.691515
219,1.353415,41.814616
220,-4.301529,42.864961
221,-1.570095,38.860456
222,-5.710702,39.661135
223,-7.006529,43.019228
224,-5.183122,41.490748
225,0.028017,40.893948
226,-3.357320,43.356798
227,-4.683383,36.819982
228,-4.166004,41.809943
229,-1.390089,39.058988
230,-3.005926,39.079821
231,-8.311911,43.033459
232,-5.131502,43.246593
233,-4.535295,40.706353
234,-2.881616,40.972729
235,-6.380332,41.675422
236,-4.616887,42.431648
237,-6.577221,39.883119
238,-4.171886,41.543711
239,-0.672295,42.717492
240,-3.744525,38.103798
241,-3.451847,41.593018
242,-2.407710,37.442122
243,-1.867491,41.586322
244,-1.672042,42.735071
245,-5.542034,43.209999
246,0.666773,41.136147
247,-4.080956,37.573782
248,-6.688527,41.175363
249,-1.085591,41.565543
250,-2.001496,41.866936
251,-3.178974,40.129933
252,-1.818371,39.620765
253,-3.171313,42.640790
254,-3.720076,36.872520
255,-10.386523,34.470678
256,-3.372860,42.630983
257,-0.514299,41.891906
258,-8.392928,42.607140
259,-2.289233,42.318217
260,-4.908216,38.837481
261,-4.380030,37.916137
262,-1.597565,41.806235
263,3.020540,39.820834
264,-3.592361,39.849853
265,-3.431032,38.233556
266,-3.063863,39.813334
267,-3.336904,42.149153
268,-8.156378,43.455939
269,-0.951977,40.087394
270,-2.658790,40.918158
271,-3.698473,40.782022
272,2.699647,39.615233
273,-5.199827,41.789625
274,-2.326538,42.699851
275,-4.431884,37.894581
276,-4.554073,42.064750
277,-2.258498,37.510295
278,-2.918568,38.486653
279,-6.947572,37.306639
280,-4.934501,41.498632
281,-2.752340,38.267160
282,-1.952854,40.239844
283,0.510450,41.925070
284,-0.657085,40.578884
285,-5.395891,39.036527
286,-2.351092,42.479566
287,-5.955844,40.237435
288,-12.732816,35.153556
289,-2.690542,37.136522
290,-4.699605,39.252474
291,-6.798248,39.716836
292,-3.129583,42.737769
293,-8.322185,42.522136
294,-0.272609,42.637744
295,-1.039244,42.487962
296,-6.222639,41.903460
297,-2.423842,41.092749
298,-7.514240,43.341745
299,-0.217761,42.756371
300,-3.059042,41.680584
301,-6.812899,40.468372
302,-6.160370,43.190101
303,-2.883666,39.787940
304,-5.359808,40.181131
305,-5.454686,42.846665
306,-6.832321,42.670001
307,-4.883508,42.827795
308,-4.507472,38.049116
309,-4.988463,40.248501
310,-2.593044,39.639709
311,-10.482816,34.278580
312,-5.196013,36.568369
313,-1.374285,41.919093
314,-4.936287,38.090610
315,-3.219944,37.417858
316,-5.900668,40.984695
317,-0.010164,41.903982
318,-3.845615,42.712052
319,-4.124273,41.119620
320,-3.038603,42.746412
321,-1.094103,39.981536
322,-1.871675,37.228917
323,-6.626743,39.305456
324,3.086513,39.347040
325,-2.572496,39.052197
326,-2.245967,37.403201
327,-1.562300,41.943211
328,-8.878841,42.789231
329,0.365170,41.327113
330,-4.886491,41.001359
331,-6.951664,39.790901
332,-3.311621,38.713050
333,-3.077042,40.560408
334,0.878084,42.300330
335,-7.438746,37.613259
336,-6.224068,40.852818
337,-2.931242,40.832852
338,-5.571592,43.464725
339,-0.590470,39.352205
340,-1.408162,38.639000
341,-4.470278,40.764539
342,-4.501608,41.187425
343,-5.120333,42.746347
344,-3.797486,40.086938
345,-2.439535,42.476604
346,-1.167816,42.894417
347,-6.011774,37.849612
348,-6.162808,38.361388
349,-6.085684,41.235087
350,-6.298247,39.530937
351,-1.249410,41.562134
352,-6.871295,43.490872
353,-1.071239,41.900470
354,-3.352213,38.854690
355,-6.248918,41.803110
356,-2.351188,40.935625
357,-5.409443,36.201793
358,-3.380782,39.500602
359,-2.327505,42.819764
360,-6.046507,43.492835
361,-4.152866,39.927901
362,-1.357377,38.927426
363,-4.690868,43.183351
364,-1.018919,38.837685
365,-2.954070,42.779581
366,-3.763178,38.509860
367,-6.279177,38.916889
368,2.609130,41.619491
369,-6.820562,38.130281
370,-5.457068,36.760600
371,-3.221953,36.925990
372,-6.574690,42.688552
373,-2.267242,41.581668
374,-5.653970,37.455213
375,-2.706520,37.094074
376,-2.000592,38.053287
377,-6.470192,42.598551
378,-5.494113,40.218474
379,-7.526123,42.342232
380,-3.519098,39.299282
381,2.191135,41.557148
382,-4.305892,38.890210
383,-5.160552,40.629080
384,-1.420851,40.199725
385,-2.406544,37.842879
386,1.941731,42.122785
387,-3.923038,42.928761
388,-5.933910,36.871451
389,-4.648719,41.162854
390,-1.688234,42.644199
391,-6.427877,43.137338
392,-2.062432,41.095946
393,-1.080508,41.206865
394,-6.809126,42.865193
395,-2.196906,39.293928
396,-6.991233,43.520620
397,-8.400292,42.300167
398,-2.335046,40.191086
399,-1.921903,40.396156
400,-5.768368,36.777679
401,-3.630892,41.845518
402,-3.837127,41.706104
403,-3.394565,43.362766
404,-3.893829,42.288381
405,-1.111102,40.292588
406,-1.691318,38.705227
407,-1.515117,40.354548
408,0.707045,42.613565
409,-1.673557,41.873854
410,-7.346260,37.364480
411,-3.839535,41.451769
412,-2.462331,40.735677
413,-4.599263,40.240643
414,-6.641733,39.205535
415,0.325739,41.361715
416,-4.315724,39.756080
417,-0.796568,39.636706
418,-6.343818,40.367929
419,-6.117373,42.879757
420,-7.125388,38.626398
421,-4.645390,39.153264
422,-4.270385,40.762042
423,-5.331791,42.112538
424,-6.728758,42.811769
425,-2.119329,40.408884
426,-5.135351,42.339194
427,-0.869018,39.227941
428,-6.331359,41.324611
429,-2.284278,42.433399
430,-1.262060,40.838273
431,-8.671682,35.226205
432,-6.280677,37.971629
433,-5.727372,40.737183
434,-4.964935,42.873941
435,-8.543476,42.828163
436,-6.337209,41.357444
437,-4.730708,42.777744
438,-5.894030,38.322772
439,-1.812053,37.771877
440,-2.860494,41.394576
441,-0.906474,38.088444
442,-3.970004,40.740777
443,-3.728168,37.338278
444,-7.708043,41.906242
445,-3.457539,43.112194
446,-6.009413,38.808549
447,-3.652793,36.956930
448,-5.273066,41.065360
449,-2.071704,39.103601
450,-1.530851,40.573220
451,0.043862,41.212776
452,-6.181130,42.464469
453,-6.933640,39.831540
454,0.031189,40.994912
455,-5.871281,37.682063
456,-4.887343,43.228453
457,0.092741,42.310530
458,-1.093040,37.853592
459,-1.950733,43.204943
460,-2.605206,39.554481
461,-11.228233,34.722815
462,-7.373220,39.614293
463,-3.715175,42.758931
464,-1.831223,39.387842
465,-3.790905,38.315885
466,-2.905758,39.805104
467,-5.451552,42.157926
468,-2.041664,38.050649
469,-8.861016,34.670383
470,-6.245659,38.501199
471,-4.265069,37.198074
472,-5.074553,37.474470
473,-6.476046,41.158454
474,-4.781295,39.425765
475,-6.347143,41.115466
476,-4.453058,37.814706
477,-2.219926,39.125259
478,-2.906692,38.482582
479,-5.217952,38.875468
480,-0.496425,39.879474
481,-2.969052,39.996614
482,-4.221413,39.548603
483,-1.277327,42.886513
484,-5.623420,38.965129
485,-3.172178,38.703364
486,0.780007,42.512248
487,0.531203,41.385719
488,-1.253717,40.373302
489,-6.007137,43.265521
490,-5.445761,42.511549
491,-4.771218,42.569883
492,-5.500259,41.088165
493,-1.770758,40.030934
494,-5.863708,37.646439
495,-1.964606,43.209471
496,-2.377173,41.458295
497,-6.477197,41.819505
498,-0.579938,41.374029
499,-3.912237,41.635833
500,-7.343768,37.677508
501,-1.745726,42.695932
502,-3.731078,37.393039
503,-7.252428,42.676400
504,-3.115410,41.169342
505,-4.128030,38.008992
506,-5.244562,42.913447
507,-1.947210,42.797815
508,-2.692919,39.191654
509,-4.889439,39.739716
510,-6.938167,42.458614
511,-1.944512,37.700357
512,-8.494715,43.311199
513,-2.540182,37.663906
514,-7.807158,43.622765
515,-0.487582,42.480734
516,-0.580032,42.734505
517,-5.784683,40.916982
518,-0.759931,39.194679
519,-0.740508,38.555858
520,-5.747888,36.391080
521,-2.349602,41.449079
522,-7.794820,42.937546
523,-4.581741,40.103904
524,-1.291074,40.267830
525,-4.438656,40.631495
526,-5.196482,39.097971
527,-6.019818,41.677103
528,-1.556894,41.604609
529,-0.789966,41.752051
530,-5.841233,43.012231
531,-6.223448,40.001200
532,-5.297011,38.547259
533,-2.751656,42.457646
534,-4.848725,39.967533
535,-4.069587,37.893630
536,-3.319055,39.828027
537,-2.208214,42.874783
538,-6.903874,39.658992
539,-0.802723,38.632955
540,-4.101928,41.227647
541,-0.298621,42.138914
542,-6.102738,40.613163
543,-8.896165,42.724608
544,-5.913126,39.628047
545,-6.247987,40.708211
546,-6.334823,39.609257
547,0.739249,42.082481
548,-1.263145,37.646255
549,-10.622453,34.278967
550,-3.833690,42.062933
551,-6.863919,39.899509
552,-5.775810,38.922654
553,-5.362073,42.230058
554,-3.916040,42.358288
555,-4.689756,37.020349
556,-1.992241,39.573354
557,-3.797720,41.012279
558,4.143664,40.048648
559,-2.336749,43.076098
560,-6.773235,40.284729
561,-5.159001,39.137522
562,-6.638198,38.801103
563,-2.421348,42.755922
564,-2.057722,38.368561
565,-2.450322,39.692616
566,-4.751427,41.839273
567,-5.132014,38.445503
568,-6.077553,40.807878
569,-1.433888,39.619304
570,-6.903261,37.386609
571,-5.361520,38.014086
572,-2.538202,37.651019
573,-6.088928,39.158145
574,1.297790,41.945071
575,-4.986017,38.330759
576,-2.949907,37.812779
577,-1.062593,39.728232
578,-5.775683,43.387301
579,-1.771136,41.989520
580,-7.794945,42.847799
581,-5.501082,36.085308
582,-6.747947,38.854400
583,-4.938388,40.983352
584,-6.079838,39.775195
585,-6.890858,39.880675
586,-1.978551,40.981675
587,-6.696727,39.816188
588,-6.742277,40.016168
589,-5.027377,42.430149
590,-5.457482,38.643869
591,-7.356620,42.566624
592,0.598714,42.305631
593,-4.007133,40.494080
594,-5.069692,41.162935
595,-5.190894,42.526939
596,-4.887977,36.807716
597,-3.802571,37.075110
598,-0.664245,38.926749
599,-4.900481,37.700226
600,-0.699704,41.011629
601,-3.315081,41.275972
602,-2.500953,38.788172
603,-2.420573,42.453776
604,-4.068520,36.848465
605,-6.824380,40.222232
606,-4.487191,37.319872
607,1.710135,42.001514
608,-5.633266,42.835044
609,-3.169533,37.240807
610,-0.807387,40.612149
611,-4.492285,37.648632
612,-1.885380,37.806086
613,-3.139433,38.371796
614,-7.349961,37.684184
615,-5.902230,41.714711
616,0.145564,41.127694
617,-0.298021,39.867215
618,-3.575732,42.809414
619,-6.792073,37.347698
620,-4.262934,41.227309
621,-6.057586,38.913970
622,2.484301,41.599602
623,0.589059,41.385373
624,-5.594846,41.371685
625,2.381826,41.756785
626,-4.748565,38.541725
627,-5.475873,42.208835
628,-1.651267,38.494092
629,-7.143815,39.456535
630,2.668534,41.708602
631,-5.657750,43.483529
632,-3.973279,37.441062
633,-2.623240,38.300374
634,-1.478417,37.480294
635,-0.425600,41.074238
636,-3.737113,39.980166
637,-2.402615,39.703863
638,-3.767803,38.435162
639,-5.592916,36.296871
640,-6.322213,41.057033
641,-5.358889,36.356236
642,-4.830607,36.510710
643,1.972755,42.005890
644,2.785635,41.745031
645,2.511855,41.720235
646,-3.186877,41.014248
647,-5.408215,38.485632
648,-5.937642,36.836797
649,-3.494990,41.251535
650,-1.819969,37.257913
651,-1.133737,39.386240
652,-4.177685,43.388066
653,-3.460586,39.036307
654,3.125449,39.698488
655,-5.742576,38.934686
656,-2.745590,38.629433
657,-4.795852,40.684513
658,-2.312636,37.248838
659,-6.432469,39.101298
660,0.831345,41.958908
661,0.569142,41.395907
662,-6.463641,41.999265
663,-8.358566,42.652136
664,-3.056342,42.186160
665,-1.549223,38.112490
666,-2.011073,38.144814
667,-1.150241,38.754027
668,-3.365870,39.816587
669,-2.651203,39.467580
670,-4.789256,40.498113
671,-5.184601,40.740958
672,-5.624924,42.037961
673,-3.481109,38.839053
674,-6.077268,42.746835
675,-6.334483,38.957823
676,-3.174161,42.664914
677,-6.790091,43.310360
678,-4.989964,38.214137
679,-3.675847,37.998525
680,-2.092990,42.398274
681,-6.864774,38.877238
682,-0.185506,40.626809
683,-8.751590,35.016932
684,-3.966488,42.734410
685,-1.120359,42.323780
686,-2.943852,37.342492
687,-3.646005,43.036021
688,-0.796455,38.498561
689,-2.451215,41.513021
690,0.287561,40.830408
691,-4.163033,37.840234
692,-6.888851,42.868959
693,-1.833037,42.149371
694,-1.853641,38.088193
695,-6.528236,41.693838
696,-5.376279,43.201665
697,-0.179094,42.750957
698,-5.052947,37.526936
699,-4.166575,41.300599
700,-6.133621,38.729511
701,-5.023862,38.783654
702,-4.818739,41.104025
703,-2.074793,37.550864
704,-5.900336,38.074032
705,-0.748146,39.395642
706,-5.438035,41.387989
707,-5.463714,37.417469
708,-5.055840,41.786035
709,-2.519016,42.519474
710,-5.487820,41.553966
711,-8.125179,41.874734
712,-2.478338,37.902404
713,2.913032,42.269168
714,-4.011232,41.422275
715,-2.102195,41.600109
716,-8.281725,35.567847
717,1.036062,42.445986
718,-6.880456,38.307498
719,-0.846523,41.709204
720,2.162935,41.780241
721,-6.440315,43.517951
722,-2.705614,39.881076
723,0.609511,42.171367
724,-2.483794,42.647338
725,-7.290529,43.190142
726,0.362777,41.525111
727,-1.094465,41.175174
728,0.756513,41.074643
729,1.012216,42.264281
730,1.812891,41.629774
731,-5.392964,39.880712
732,-1.279930,39.848343
733,-4.085583,41.241420
734,-7.394005,43.410647
735,-3.378866,39.041997
736,-4.422344,38.705300
737,-6.033326,41.494160
738,-5.152027,39.453082
739,-2.775322,38.998540
740,-3.321535,38.269781
741,-1.984592,41.210197
742,-0.406395,38.610618
743,-8.476959,42.837975
744,-4.569222,39.123885
745,0.577855,41.658581
746,-8.239704,42.276528
747,-4.012318,41.735908
748,-3.602722,38.580758
749,-5.057343,43.084468
750,-4.910816,42.846731
751,1.431700,38.718176
752,-3.927268,39.526405
753,-4.813419,41.617108
754,-1.187583,40.675244
755,-2.411176,42.310654
756,-2.682654,41.402222
757,-2.576078,37.021586
758,-1.502793,40.893512
759,2.073773,41.583285
760,-5.414611,37.777797
761,-0.319302,38.896444
762,-4.208997,38.948529
763,-1.425595,40.771626
764,-1.631663,41.129426
765,-3.537397,43.310415
766,-6.731976,40.162605
767,-2.026834,42.417403
768,-5.634924,40.996154
769,-7.217594,42.602402
770,-2.127347,40.600187
771,-6.710505,43.260377
772,-1.629724,38.132315
773,-3.371515,40.004862
774,-1.641368,42.335962
775,-3.358654,39.851482
776,-6.931468,39.402864
777,-4.031619,38.032550
778,-6.387806,42.086828
779,-3.106799,42.137360
780,-4.035628,43.261622
781,-2.045279,38.508775
782,-4.369214,39.134210
783,-5.153328,38.418545
784,-1.888788,38.873326
785,-2.433718,38.442264
786,-4.219985,38.326124
787,-0.108460,40.247819
788,1.201666,41.913008
789,-4.774525,43.332051
790,-2.094521,39.563802
791,0.319928,40.772746
792,-3.287336,41.493530
793,-1.836598,42.775258
794,-0.409236,40.031484
795,-6.105274,39.648702
796,-6.542448,37.227383
797,-3.216948,37.626820
798,-5.148270,39.421043
799,-3.958361,42.179664
800,-5.540995,36.741738
801,-3.563012,42.107095
802,-11.533674,34.356816
803,-4.765102,40.061872
804,-5.213802,38.192147
805,-1.719726,41.022332
806,0.283903,40.637574
807,-5.634206,39.478516
808,-8.035209,42.506530
809,-1.571677,38.377946
810,-3.797431,39.408306
811,-2.051793,42.607663
812,-5.193849,36.912495
813,-6.787697,38.480318
814,-3.613006,42.939436
815,-1.347295,42.135584
816,-2.363538,43.116556
817,-2.774781,40.492030
818,-5.177896,38.814225
819,-4.709234,41.612375
820,-4.046270,36.840665
821,0.414068,40.567230
822,0.384209,41.343852
823,-6.788167,40.546880
824,-2.686467,40.977375
825,-2.675665,40.385386
826,-2.554873,42.423284
827,-0.090660,40.669528
828,-5.267189,40.826174
829,-6.233395,39.556407
830,0.731778,42.702711
831,-2.895413,38.497556
832,1.811986,42.041060
833,-7.657930,43.707660
834,-3.641371,37.309862
835,-8.773561,42.518241
836,-4.232192,37.414765
837,-5.182946,43.458275
838,-6.932296,38.791404
839,-6.357852,36.762571
840,-1.603338,39.456881
841,-11.464278,34.429355
842,2.042069,41.283738
843,-4.005624,37.180726
844,-1.319044,41.706486
845,0.368095,40.951124
846,-5.819152,38.549721
847,-5.207336,43.035796
848,-6.699361,40.913462
849,-4.425310,42.732343
850,-8.721314,42.982807
851,-4.883955,41.525332
852,-1.271314,39.230919
853,-6.223694,42.655294
854,-0.725149,41.358676
855,-3.668339,39.397474
856,-0.586771,38.857847
857,-2.403886,36.869472
858,0.787215,41.992319
859,-1.232791,42.411771
860,-6.588820,39.405261
861,-4.367943,39.532818
862,-4.112769,39.714915
863,-3.311128,41.628022
864,-2.061399,41.881996
865,-1.204839,37.726994
866,-3.239263,38.325106
867,-3.515147,40.594891
868,-5.584603,36.622515
869,-5.101071,40.960403
870,1.728572,41.480162
871,-1.610445,40.280196
872,-6.774650,40.271377
873,-0.894726,39.675975
874,-5.820125,39.151197
875,-2.247469,39.510041
876,-0.986211,37.866230
877,-4.584628,38.172189
878,2.453548,41.888691
879,-8.732612,42.831664
880,-4.227047,42.109560
881,2.057346,41.919817
882,-5.611817,38.368063
883,-1.019338,41.969134
884,-3.470712,41.781618
885,-6.928123,42.595132
886,-4.012142,37.468838
887,0.987769,42.461000
888,-4.337059,40.266832
889,-6.587546,38.236141
890,-2.660991,43.108025
891,-7.063415,37.850834
892,-6.219302,39.266877
893,-0.219412,39.069864
894,-1.969680,38.950304
895,-8.340802,42.610094
896,-0.918385,37.941353
897,-0.598357,40.613668
898,-4.254016,39.470675
899,-6.480365,37.362854
900,-6.466986,39.502458
901,-1.728082,41.704712
902,-5.896151,40.783007
903,-3.528140,37.406660
904,0.561827,41.736301
905,-1.017476,42.165904
906,-7.137426,39.359710
907,2.890616,42.251147
908,-1.468417,38.006110
909,0.565284,41.804313
910,-5.393739,36.570803
911,-0.789466,39.979347
912,1.251952,42.420269
913,-1.805682,40.775904
914,-5.058322,39.300322
915,-5.621116,36.066593
916,-4.687117,40.314695
917,0.286775,41.987919
918,-1.383469,38.329734
919,-1.542999,38.831878
920,-3.156703,36.780261
921,-3.121959,42.918471
922,-4.142486,37.646314
923,-4.329474,36.762996
924,-0.981812,40.346228
925,-4.028574,40.771130
926,-1.183703,39.482076
927,-5.103113,39.239641
928,-11.413149,34.562139
929,-3.213799,39.186168
930,-1.086425,39.376705
931,-2.578861,38.050531
932,0.734292,41.028861
933,-5.042673,40.562560
934,-2.488012,40.130327
935,-3.032643,42.518037
936,-3.274719,40.503013
937,-6.512616,37.867852
938,-4.049438,42.946578
939,-0.328288,38.495182
940,2.826665,39.444110
941,-3.429619,39.024550
942,-4.988244,40.018061
943,-7.429298,42.721927
944,-5.624809,36.776438
945,-4.824719,43.130183
946,-4.180262,42.098949
947,-2.092300,43.026860
948,-5.736396,37.567570
949,-8.327408,43.243803
950,-5.256571,40.670588
951,-3.536891,38.469778
952,-4.887582,37.142405
953,-8.853505,42.293351
954,-2.799357,40.186997
955,-3.510807,38.205926
956,-0.770645,39.427453
957,-0.795128,38.644660
958,-5.903438,37.015856
959,-3.846182,39.931313
960,-3.457395,39.418222
961,-4.916508,40.732684
962,-4.137504,37.589519
963,-2.972211,37.468175
964,-5.243661,42.782744
965,-1.687211,42.364724
966,-2.844027,38.629878
967,-3.334232,37.907064
968,-7.999116,42.092664
969,-6.911728,43.278407
970,-3.371255,36.936357
971,-0.995609,40.460387
972,-4.689972,39.540796
973,-2.377507,41.737558
974,-2.333834,39.649315
975,-4.453597,39.097844
976,-6.604012,40.514701
977,-6.604145,38.475638
978,-1.968845,38.663785
979,-0.631039,40.935485
980,-5.094628,39.481869
981,-6.603802,38.603767
982,-3.354020,42.043403
983,-3.052060,39.237971
984,-3.303785,39.703708
985,1.991042,42.252828
986,-6.407090,37.604074
987,2.450810,42.274158
988,-1.438393,43.226911
989,-7.349702,42.062004
990,-6.701429,37.891013
991,-4.144204,41.506733
992,-7.229430,42.554061
993,0.183727,41.679633
994,-8.468547,42.380464
995,-4.938367,39.878695
996,-0.187157,42.330707
997,-5.031043,42.698172
998,-0.398556,39.429021
999,-3.790820,41.113811
1000,-4.384104,37.675349
1001,0.120153,41.580495
1002,-5.008369,41.407847
1003,-8.653911,42.421681
1004,-4.577311,37.872120
1005,-4.849419,38.468198
1006,-2.311126,42.421097
1007,-4.740962,37.740369
1008,-3.764351,37.722337
1009,0.309677,40.819085
1010,-6.775193,43.157279
1011,-2.212952,38.979256
1012,-0.387496,39.322246
1013,-7.012480,38.335262
1014,-4.368221,41.128413
1015,-3.168845,40.680127
1016,-3.324563,42.322133
1017,-1.812995,42.780319
1018,-5.594904,41.948111
1019,-1.612469,38.317126
1020,-6.945824,43.040890
1021,-1.870784,37.929693
1022,-8.620170,42.721765
1023,-2.882965,41.068612
1024,-6.348071,38.210488
1025,-0.288935,41.090704
1026,-2.422687,39.629541
1027,-1.735868,39.758436
1028,-2.354457,42.051045
1029,-6.845974,43.122835
1030,-5.985087,42.829374
1031,-6.557458,43.358376
1032,-3.589711,36.789463
1033,-6.811650,39.888934
1034,1.835264,41.321715
1035,-0.077725,42.023027
1036,-4.010658,41.478896
1037,-5.930917,42.959759
1038,-4.431786,41.113753
1039,-8.024607,42.435050
1040,-4.516367,38.662315
1041,-0.741700,41.099908
1042,-2.656051,41.355082
1043,-2.891706,37.227977
1044,-1.392776,39.954470
1045,-8.467694,35.392434
1046,-2.848473,37.202938
1047,-2.318467,38.174747
1048,-2.308542,40.642761
1049,-6.363738,36.989164
1050,1.587544,41.539677
1051,-4.252184,38.118591
1052,-1.497200,41.933750
1053,-4.149324,40.159300
1054,-6.370513,40.723876
1055,-2.386333,42.940995
1056,-4.897923,40.970267
1057,-4.780126,42.617689
1058,-6.856654,39.343286
1059,-5.926690,37.281045
1060,-7.470106,43.158005
1061,-4.907763,38.213029
1062,3.010888,42.238870
1063,-7.155124,42.114437
1064,-0.146673,38.814957
1065,-2.743167,41.613726
1066,-3.913874,42.290903
1067,-4.528093,40.431623
1068,-4.489620,40.150559
1069,-0.545171,38.581241
1070,-2.637583,39.820237
1071,1.478529,41.487462
1072,-1.883237,37.614973
1073,-2.946771,38.167971
1074,-5.676657,43.186783
1075,-6.222675,38.894862
